Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper Bollinger Band,Middle Bollinger Band,Lower Bollinger Band,ADX
2002-08-31,32.3294792175293,41.26250076293945,45.125,41.25,3762384,,,,,,,
2002-09-30,27.210338592529297,37.88750076293945,38.474998474121094,36.275001525878906,202232,,,,,,,
2002-10-31,27.41217803955078,37.0,37.5,36.79999923706055,118928,,,,,,,
2002-11-30,31.41210174560547,42.79999923706055,42.79999923706055,42.79999923706055,0,,,,,,,
2002-12-31,44.118194580078125,57.525001525878906,61.087501525878906,56.0,9998480,,,,,,,
2003-01-31,35.58628845214844,48.75,50.11249923706055,48.17499923706055,1083040,,,,,,,
2003-02-28,35.26518249511719,47.38750076293945,48.5,46.04999923706055,694688,,,,,,,
2003-03-31,28.173614501953125,32.474998474121094,39.712501525878906,32.474998474121094,230712,,,,,,,
2003-04-30,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,,,,,,,
2003-05-31,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,,,,,,,
2003-06-30,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,,,,,,,
2003-07-31,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,,,,,,,
2003-08-31,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,,,,,,,
2003-09-30,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,,,,,,,
2003-10-31,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,44.52766374513376,,,,,,
2003-11-30,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,44.52766374513375,,,,,,
2003-12-31,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,44.527663745133744,,,,,,
2004-01-31,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,44.52766374513375,,,,,,
2004-02-29,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,44.527663745133744,,,,,,
2004-03-31,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,44.527663745133744,,,38.023258602386946,29.979537582397462,21.93581656240798,
2004-04-30,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,44.52766374513374,,,37.776528055681005,29.771744346618654,21.766960637556302,
2004-05-31,58.136207580566406,79.125,81.2249984741211,77.69999694824219,11976,76.14711922065891,,,45.95049703993425,31.31803779602051,16.685578552106772,
2004-06-30,64.03512573242188,89.0,90.25,87.0,20576,78.71898301987156,,,53.44023939349023,33.14918518066406,12.858130967837894,
2004-07-31,73.4936294555664,102.25,102.25,100.0,73272,82.05925839175943,,,62.0664985270715,35.25326156616211,8.440024605252717,
2004-08-31,90.64916229248047,123.3125,123.75,122.0,21194656,86.26902282147267,,,73.57039375848272,37.579809951782224,1.5892261450817244,
2004-09-30,94.2270736694336,129.4499969482422,130.1125030517578,127.5824966430664,12521432,86.9564448315232,,,84.12288425635604,40.51184921264648,-3.0991858310630818,
2004-10-31,106.35618591308594,145.9949951171875,145.9949951171875,143.14500427246094,8661776,88.97203207727426,,,96.15260583678096,44.06639938354492,-8.019807069691126,
2004-11-30,117.24696350097656,156.02000427246094,160.75,155.625,10508144,90.4056566485042,,,108.97000610824392,48.520066833496095,-11.929872441251739,40.14203481841064
2004-12-31,122.83952331542969,162.5,167.35000610351562,162.08250427246094,4899312,91.04914528470204,,,120.97676674606532,53.25336227416992,-14.47004219772547,43.21919362246327
2005-01-31,119.61463928222656,162.25,163.97500610351562,161.28250122070312,5853384,87.40858793086382,,,130.33617113368896,57.82541351318359,-14.685344107321782,45.97645838327507
2005-02-28,127.35985565185547,172.375,173.125,167.5,6402408,88.58871972874941,,,139.92481085810883,62.78472557067871,-14.355359716751416,48.64857246023532
2005-03-31,132.07826232910156,175.5625,180.6374969482422,174.65750122070312,6914640,89.24974969857892,,,148.99454951915627,67.97995796203614,-13.034633595083989,51.213770105759814
2005-04-30,104.32083892822266,141.10000610351562,143.08749389648438,139.63250732421875,11065704,65.28920761794072,,,152.11541499817673,71.78731918334961,-8.540776631477499,50.14061061827572
2005-05-31,123.05818176269531,165.0,167.8625030517578,163.19500732421875,10365568,70.95733535527239,25.040956874757896,20.31184536875306,157.20298852094896,76.53154754638672,-4.139893428175526,49.9026494733868
2005-06-30,125.25691223144531,167.35000610351562,170.625,167.35000610351562,7189000,71.5445398734916,25.127814541318372,21.27503920326612,161.51538244968066,81.38571243286133,1.2560424160419927,49.756125318588715
2005-07-31,117.46574401855469,159.375,161.25,157.75,8358552,66.41986643277245,24.287990866611594,21.877629535935217,163.53610548301572,85.8503189086914,8.164532334367081,48.898600077237994
2005-08-31,130.3632354736328,172.60000610351562,176.9199981689453,172.5,7408896,70.22235098996205,24.382082851601282,22.37852019906843,166.20349571517363,90.9597999572754,15.71610419937717,48.5790375496129
2005-09-30,137.55491638183594,185.0,186.47500610351562,183.03250122070312,4982976,72.11824882675023,24.75163849232905,22.853143857720553,168.45504791150043,96.42886505126953,24.402682191038622,48.54339792904909
2005-10-31,130.3017578125,170.625,176.0,170.0449981689453,2851968,67.45367886738951,24.180506889164974,23.11861646400944,167.72581661815076,101.53527221679687,35.34472781544298,47.58139006685251
2005-11-30,141.445556640625,191.5,194.0625,189.375,4023376,70.60000979138091,24.34644178591917,23.364181528391384,166.31792238966784,107.19886932373046,48.07981625779307,47.227182324665556
2005-12-31,158.3472442626953,210.0,214.9875030517578,210.0,2380248,74.60922956108173,25.547278204385535,23.800800863590215,164.69621394792242,113.70755081176758,62.71888767561273,47.4173690678146
2006-01-31,155.61636352539062,209.9499969482422,209.9499969482422,206.5449981689453,1503160,72.8798998956069,25.97911934859117,24.236464560590406,165.89387031844763,118.5815586090088,71.26924689956996,47.358156167928016
2006-02-28,158.4485626220703,211.875,213.0,208.75,2821744,73.56425654916298,26.247328499500625,24.63863734837245,166.5703342081215,123.3022304534912,80.03412669886092,47.381420451354494
2006-03-31,178.4501953125,244.7375030517578,244.7375030517578,238.75,2920168,77.82085232235963,27.753920858002402,25.261694050298438,171.84036082775827,128.5500587463379,85.25975666491752,48.101385604564186
2006-04-30,184.27838134765625,238.375,248.875,228.7949981689453,5292360,78.88759864868636,29.082942009399446,26.02594364211864,179.27736147967366,133.23151969909668,87.1856779185197,48.10206454728266
2006-05-31,166.09703063964844,230.1374969482422,230.1374969482422,216.25,5769856,67.91391379264985,28.342404199634103,26.489235753621735,181.3258674045871,136.82501754760742,92.32416769062776,47.31373557892292
2006-06-30,162.45631408691406,216.875,220.875,213.20750427246094,5449760,65.93598057379124,27.148792866413118,26.62114717618001,183.15675282954248,139.63002395629883,96.10329508305517,46.394663983839756
2006-07-31,175.20999145507812,233.75,241.25,232.5,1724700,69.30814851146619,26.921626707459183,26.681243082435845,187.40540274922407,142.5281753540039,97.65094795878375,46.10828717698184
2006-08-31,186.79522705078125,246.0,251.0,246.0,6076856,72.01800393638567,27.361026696454985,26.817199805239675,193.5532329660862,145.7259605407715,97.89868811545679,46.08411075983103
2006-09-30,191.2870635986328,255.52499389648438,258.7749938964844,255.0,1752804,73.01291170263352,27.751802518471692,27.00412034788608,199.4581732260219,149.3095817565918,99.1609902871617,46.2476864625668
2006-10-31,204.02359008789062,270.0,274.70001220703125,268.7749938964844,3430936,75.655978806135,28.757725261149545,27.354841330538772,207.5346280799177,153.14276847839355,98.7509088768694,46.75278928080164
2006-11-30,224.98707580566406,293.20001220703125,301.25,291.5,6254552,79.25696627400451,30.890418860264845,28.061956836483986,219.55982180641783,157.78820915222167,96.0165964980255,47.711092950044865
2006-12-31,229.34117126464844,303.36248779296875,307.3500061035156,300.625,1874468,79.92129661724363,32.55664033367569,28.960893535922327,228.16133300674514,164.03922576904296,99.91711853134078,48.70062471780822
2007-01-31,240.3877716064453,324.2749938964844,328.4750061035156,318.0,4865928,81.53688995275446,34.372278947418096,30.04317061822148,239.2159729479265,169.90570526123048,100.59543757453446,49.936745938333694
2007-02-28,224.49241638183594,308.25,311.23748779296875,293.0,9347956,72.49737828186957,34.1350754052541,30.861551575628006,244.88658654952798,174.86748046875,104.84837438797199,49.56234636542183
