Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper Bollinger Band,Middle Bollinger Band,Lower Bollinger Band,ADX,Stochastic SlowK,Stochastic SlowD
2007-09-30,5021.35009765625,4996.4501953125,5055.7998046875,4996.4501953125,0,,,,,,,,,
2007-10-31,5900.64990234375,5868.89990234375,5952.25,5861.2998046875,0,,,,,,,,,
2007-11-30,5762.75,5633.89990234375,5782.5498046875,5632.64990234375,0,,,,,,,,,
2007-12-31,6138.60009765625,6095.0,6167.75,6095.0,0,,,,,,,,,
2008-01-31,5137.4501953125,5172.25,5251.64990234375,5071.14990234375,0,,,,,,,,,
2008-02-29,5223.5,5285.0,5290.7998046875,5098.35009765625,0,,,,,,,,,
2008-03-31,4734.5,4942.14990234375,4947.0,4703.85009765625,0,,,,,,,,,
2008-04-30,5165.89990234375,5198.35009765625,5230.75,5155.85009765625,0,,,,,,,,,
2008-05-31,4870.10009765625,4844.0498046875,4908.85009765625,4833.4501953125,0,,,,,,,,,
2008-06-30,4040.550048828125,4136.25,4163.0,4021.699951171875,0,,,,,,,,,
2008-07-31,4332.9501953125,4314.35009765625,4342.0,4285.5498046875,0,,,,,,,,,
2008-08-31,4360.0,4230.60009765625,4368.7998046875,4230.60009765625,0,,,,,,,,,
2008-09-30,3921.199951171875,3848.699951171875,3966.85009765625,3715.050048828125,0,,,,,,,,,
2008-10-31,2885.60009765625,2696.300048828125,2921.35009765625,2696.300048828125,0,,,,,,,,,
2008-11-30,2755.10009765625,2745.699951171875,2779.0,2690.300048828125,0,32.43312139036805,,,,,,,,
2008-12-31,2959.14990234375,2979.800048828125,3002.64990234375,2937.35009765625,0,34.65910877829386,,,,,,,,
2009-01-31,2874.800048828125,2824.050048828125,2881.0,2774.10009765625,0,34.15813405464302,,,,,,,,
2009-02-28,2763.64990234375,2785.699951171875,2787.199951171875,2708.449951171875,0,33.47156405929107,,,,,,,,
2009-03-31,3020.949951171875,2981.699951171875,3054.300048828125,2966.39990234375,0,36.64608816864651,,,,,,,,
2009-04-30,3473.949951171875,3371.64990234375,3486.39990234375,3366.699951171875,0,41.90230458631679,,,6481.144027870864,4267.135021972656,2053.1260160744487,,26.13094357558543,13.18593040909098
2009-05-31,4448.9501953125,4340.75,4488.0498046875,4340.75,0,51.272798412038,,,6427.442329688977,4238.515026855469,2049.5877240219606,,60.084962326331144,32.12794596913722
2009-06-30,4291.10009765625,4391.5,4426.75,4267.35009765625,0,49.87040054152819,,,6210.721340918195,4158.037536621094,2105.353732323992,,73.05568846956,53.09053145715885
2009-07-31,4636.4501953125,4571.60009765625,4669.75,4571.60009765625,0,52.90537458254547,,,6033.452497569788,4101.722546386719,2169.99259520365,,95.69512257400478,76.27859112329864
2009-08-31,4662.10009765625,4730.85009765625,4730.85009765625,4635.0,0,53.1323322736867,,,5743.35977273213,4027.8975463867187,2312.4353200413075,,100.7454460865559,89.83208571004023
2009-09-30,5083.9501953125,5007.64990234375,5087.60009765625,5004.35009765625,0,56.81813490244917,,,5733.909191395378,4025.222546386719,2316.5359013780603,,103.392072335056,99.94421366520557
2009-10-31,4711.7001953125,4751.10009765625,4853.64990234375,4687.5,0,52.867145787807566,,,5650.1073974503015,3999.6325561523436,2349.1577148543856,,91.52173426142642,98.55308422767945
2009-11-30,5032.7001953125,4942.25,5066.35009765625,4942.25,0,55.726189348028896,,,5696.392049552939,4014.5425659179687,2332.693082282998,,96.79622989828786,97.2366788315901
2009-12-31,5201.0498046875,5171.2001953125,5221.85009765625,5168.75,0,57.19276990584491,,,5703.024837858298,4016.3000610351564,2329.5752842120146,18.53329834416712,99.4446005106823,95.9208548901322
2010-01-31,4882.0498046875,4866.14990234375,4893.7001953125,4766.0,0,53.571537609284384,,,5704.839686394509,4016.8975463867187,2328.9554063789283,17.410511065936046,90.51670470344122,95.58584503747046
2010-02-28,4922.2998046875,4858.5,4992.0,4858.4501953125,0,53.96757753465019,,,5794.539937661946,4060.9850341796873,2327.430130697428,16.524008909408384,88.47673027201677,92.8126784953801
2010-03-31,5249.10009765625,5260.39990234375,5293.89990234375,5235.14990234375,0,57.16263486283437,,,5913.543693123738,4106.792529296875,2300.0413654700114,16.1705380933251,95.5070443157143,91.50015976372408
2010-04-30,5278.0,5254.2001953125,5294.7998046875,5254.2001953125,0,57.443938195274434,,,6028.177829487707,4152.692529296875,2277.207229106044,15.843718320462765,98.71310701802017,94.23229386858372
2010-05-31,5086.2998046875,5076.10009765625,5097.60009765625,5038.5498046875,0,54.870000928244835,,,6126.013390482758,4210.947521972656,2295.881653462555,15.108029998757985,92.08678804447177,95.43564645940205
2010-06-30,5312.5,5254.25,5320.35009765625,5210.0,0,57.30122120629918,86.10532059853813,-167.47683200568878,6203.1087193699095,4332.292517089843,2461.476314809777,14.80868526253684,97.25626517271347,96.01872007840177
2010-07-31,5367.60009765625,5408.39990234375,5413.25,5349.2001953125,0,57.896230893681654,125.12379813282678,-108.95670597798566,6237.337667985769,4462.917517089843,2688.4973661939175,14.689244091349435,96.61949731225886,95.32085017648133
2010-08-31,5402.39990234375,5413.5498046875,5413.89990234375,5348.89990234375,0,58.29154454411748,157.04397095518652,-55.75657059135122,6262.320068152644,4585.080017089844,2907.8399660270434,14.57949874192218,98.27332884466429,97.38303044321218
2010-09-30,6029.9501953125,5991.35009765625,6048.4501953125,5963.60009765625,0,64.72374690462594,230.3239705148817,1.4595376298953582,6338.48877604661,4742.8375244140625,3147.186272781515,15.49989824739319,98.819468780199,97.904098312374
2010-10-31,6017.7001953125,6021.14990234375,6032.64990234375,5937.10009765625,0,64.51459309013752,284.1350930130493,57.99464870652615,6313.315845433532,4905.5400390625,3497.764232691469,16.28757049964133,98.21097549373854,98.43459103953391
2010-11-30,5862.7001953125,5811.60009765625,5892.25,5768.35009765625,0,61.79360906286381,310.69212524935574,108.53414401509207,6219.793251829933,5047.627551269531,3875.461850709129,16.584897674347484,89.39941942595297,95.4766212332968
2010-12-31,6134.5,6105.10009765625,6147.2998046875,6103.5498046875,0,64.6121499172962,349.6403015890628,156.7553755298862,6202.493235664953,5180.655053710938,4158.816871756922,17.27299290721938,95.97596477288599,94.52878656419246
2011-01-31,5505.89990234375,5452.5498046875,5526.85009765625,5416.64990234375,0,54.58316416704283,326.0260125653822,190.6095029369854,6206.672763442005,5233.5025390625,4260.332314682994,16.345385555289287,64.263546278633,83.21297682582394
2011-02-28,5333.25,5330.14990234375,5477.0,5308.60009765625,0,52.187183774622426,290.03675103433125,210.49495255645456,6157.713789651649,5285.610034179687,4413.506278707726,15.271041927136284,44.286608344944696,68.17537313215452
2011-03-31,5833.75,5803.0498046875,5872.0,5778.64990234375,0,57.94974571153597,298.4606999654534,228.08810203825433,6195.204085486795,5345.475024414062,4495.74596334133,14.986727623290253,64.4416144362452,57.66392301994093
2011-04-30,5749.5,5782.5,5804.2998046875,5706.0498046875,0,56.71070147527799,294.9386006953582,241.4582017696751,6205.737115180888,5399.84501953125,4593.952923881611,14.56664371076343,63.625235326085715,57.45115270242517
2011-05-31,5473.10009765625,5493.75,5509.2998046875,5458.60009765625,0,52.72756103453815,266.7690024968324,246.52036191510655,6212.437463232962,5419.302514648438,4626.167566063914,13.652674480260057,44.848551858653494,57.63846720699477
2011-06-30,5647.39990234375,5614.5,5657.89990234375,5606.10009765625,0,54.87972822137637,255.56295980927644,248.32888149394051,6194.49204586554,5466.0875,4737.68295413446,13.096315501843677,50.530736984995656,53.00150805657825
2011-07-31,5482.0,5479.0,5520.2998046875,5453.9501953125,0,52.4399341846525,230.67660412853638,244.7984260208597,6189.295103217943,5488.552490234375,4787.809877250807,12.247567797036877,33.62664701064031,43.00197861809645
2011-08-31,5001.0,4973.25,5016.25,4927.5498046875,0,46.03099582136459,170.17958353389895,229.87465752346753,6200.803375011076,5478.55,4756.296624988924,12.302769330943883,11.000503990285047,31.719295995306975
2011-09-30,4943.25,4990.14990234375,5025.5498046875,4924.2998046875,0,45.31492363546587,116.23542684540644,207.1468113878553,6194.182254856774,5481.610009765625,4769.037764674476,12.332484964756668,0.7450847171233654,15.124078572682876
2011-10-31,5326.60009765625,5358.89990234375,5360.25,5314.60009765625,0,50.78770758180359,103.22750074186752,186.36294925865775,6171.425390807955,5501.825024414063,4832.22465802017,11.605391303381099,21.891125691777162,11.212238133061826
2011-11-30,4832.0498046875,4766.14990234375,4851.5498046875,4754.7998046875,0,44.588177514419954,52.4084184496578,159.57204309685775,6204.554662998558,5480.972509765625,4757.390356532691,11.939778887972603,9.41826392723025,10.684824778710228
2011-12-31,4624.2998046875,4659.9501953125,4690.4501953125,4608.89990234375,0,42.254767135488066,-4.5769983713007605,126.74223480322604,6259.358366080593,5448.2875,4637.216633919407,12.483262278034767,1.9224696714052243,11.077286430137514
2012-01-31,5199.25,5125.25,5215.39990234375,5120.14990234375,0,50.046145345479175,-3.306560090753919,100.73247582443005,6256.372103442289,5453.935009765625,4651.497916088962,11.867837188834683,27.84810712743559,13.062946908690323
2012-02-29,5385.2001953125,5424.9501953125,5458.7998046875,5352.25,0,52.288342267672746,12.560112947033303,83.0980032489507,6258.067713887937,5457.57001953125,4657.072325174563,11.199957900790086,54.275281848016405,28.015286215619042
2012-03-31,5295.5498046875,5206.60009765625,5307.10009765625,5203.64990234375,0,51.097525755212594,17.69653373365236,70.01770934589103,6256.697745286387,5453.967504882812,4651.237264479238,10.504595052164055,57.35499922473931,46.4927960667304
